ref,smiles1,A,smiles2,B,temperature,molar_ratio,viscosity
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCl,1-chlorooctane,298.15,0.1502,1.353276253
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCl,1-chlorooctane,298.15,0.2936,1.586968634
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCl,1-chlorooctane,298.15,0.2943,1.588470562
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCl,1-chlorooctane,298.15,0.3835,1.74491034
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCl,1-chlorooctane,298.15,0.4348,1.837967865
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCl,1-chlorooctane,298.15,0.5265,2.009318941
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCl,1-chlorooctane,298.15,0.689,2.340064503
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCl,1-chlorooctane,298.15,0.8444,2.686233258
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCl,1-chlorooctane,298.15,0.8454,2.689129391
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCl,1-chlorooctane,298.15,1.0,3.060473
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCl,1-chloropentane,298.15,0.0,0.5461079
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCl,1-chloropentane,298.15,0.1532,0.806033962
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCl,1-chloropentane,298.15,0.2897,1.07245597
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCl,1-chloropentane,298.15,0.442,1.409555903
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCl,1-chloropentane,298.15,0.5367,1.64158218
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCl,1-chloropentane,298.15,0.6903,2.059344553
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCl,1-chloropentane,298.15,0.8323,2.493007815
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCl,1-chloropentane,298.15,1.0,3.060473
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCCCCCCCl,1-chlorotetradecane,298.15,0.0,3.8751024
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCCCCCCCl,1-chlorotetradecane,298.15,0.1514,3.698504543
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCCCCCCCl,1-chlorotetradecane,298.15,0.3014,3.540413556
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCCCCCCCl,1-chlorotetradecane,298.15,0.4365,3.418993422
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCCCCCCCl,1-chlorotetradecane,298.15,0.5484,3.333634613
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCCCCCCCl,1-chlorotetradecane,298.15,0.6928,3.224122035
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCCCCCCCl,1-chlorotetradecane,298.15,0.83,3.142869265
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCCCCCCCl,1-chlorotetradecane,298.15,0.8527,3.128801679
ref-108,CCCCCCCCCCCCCCCC,n-Hexadecane,CCCCCCCCCCCCCCCl,1-chlorotetradecane,298.15,1.0,3.060473
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,0.0,2.2611
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,0.1035,1.9001
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,0.2024,1.6015
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,0.3037,1.344
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,0.4,1.145
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,0.5047,0.9759
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,0.5931,0.8562
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,0.7016,0.7412
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,0.766,0.6921
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,0.8859,0.611
ref-109,C1=CC=CC=C1,Benzene,CCCCO,1-Butanol,303.15,1.0,0.5632
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,0.0,2.5532
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,0.1032,1.9502
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,0.2077,1.5202
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,0.3084,1.2037
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,0.4086,0.9692
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,0.511,0.8012
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,0.5989,0.6995
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,0.7027,0.6211
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,0.7981,0.5854
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,0.8973,0.5709
ref-109,C1=CC=CC=C1,Benzene,CCC(C)O,2-Butanol,303.15,1.0,0.5632
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,0.0,2.876
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,0.1012,2.3224
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,0.2055,1.8805
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,0.3024,1.5512
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,0.4124,1.2603
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,0.511,1.0571
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,0.6016,0.9052
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,0.706,0.7704
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,0.8037,0.6783
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,0.8987,0.6131
ref-109,C1=CC=CC=C1,Benzene,CC(C)CO,2-Methyl-1-propanol,303.15,1.0,0.5632
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,0.0,3.3435
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,0.1001,2.4871
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,0.2137,1.7873
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,0.3033,1.395
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,0.4117,1.0802
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,0.5129,0.8736
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,0.6126,0.7351
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,0.7187,0.6441
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,0.8046,0.6103
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,0.8998,0.5822
ref-109,C1=CC=CC=C1,Benzene,CC(C)(C)O,2-Methyl-2-propanol,303.15,1.0,0.5632
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.0,2.841
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.0958,2.593
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.1989,2.348
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.2947,2.131
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.3865,1.934
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.4839,1.741
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.578,1.567
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.6958,1.357
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.798,1.201
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.9126,1.033
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,293.15,1.0,0.9183
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.0,2.534
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.0973,2.322
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.1999,2.108
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.2983,1.916
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.3925,1.743
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.4933,1.567
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.6025,1.39
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.7033,1.239
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.8079,1.092
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.9014,0.9696
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCCCC,Pentadecane,298.15,1.0,0.8505
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,0.0,1.863
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,0.0987,1.75
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,0.199,1.64
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,0.2995,1.532
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,0.3997,1.433
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,0.4986,1.338
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,0.5974,1.247
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,0.7015,1.155
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,0.7973,1.075
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,0.9014,0.992
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,293.15,1.0,0.918
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,0.0,1.688
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,0.0939,1.594
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,0.1985,1.493
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,0.2931,1.405
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,0.3988,1.311
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,0.5031,1.222
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,0.5995,1.144
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,0.7013,1.067
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,0.8001,0.9901
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,0.9011,0.9179
ref-11,CCCCCCCCCC,decane,CCCCCCCCCCCCC,Tridecane,298.15,1.0,0.8505
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.0,2.841
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.1032,2.488
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.2005,2.185
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.2833,1.948
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.3826,1.683
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.5038,1.385
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.6008,1.187
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.715,0.9631
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.7994,0.8279
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.8985,0.6782
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,293.15,1.0,0.5433
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.0,2.534
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.1114,2.211
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.1978,1.978
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.2962,1.732
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.3951,1.506
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.4927,1.3
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.5978,1.1
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.7035,0.9185
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.8008,0.7686
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.9026,0.6291
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCCCC,Pentadecane,298.15,1.0,0.5104
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,0.0,1.863
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,0.1023,1.637
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,0.1966,1.519
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,0.3011,1.354
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,0.3813,1.237
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,0.4993,1.076
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,0.6002,0.95
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,0.6949,0.84
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,0.7976,0.7304
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,0.9047,0.6269
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,293.15,1.0,0.5433
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,0.0,1.688
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,0.1246,1.492
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,0.1988,1.383
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,0.3028,1.239
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,0.3936,1.122
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,0.4971,0.9963
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,0.5956,0.885
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,0.697,0.7811
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,0.7898,0.6921
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,0.8988,0.5929
ref-11,CCCCCCCC,octane,CCCCCCCCCCCCC,Tridecane,298.15,1.0,0.5105
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,0.0,1.174
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,0.1007,1.099
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,0.2018,1.02
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,0.2995,0.953
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,0.4108,0.8779
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,0.5076,0.8145
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,0.5964,0.7599
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,0.6995,0.7001
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,0.7954,0.6472
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,0.8978,0.5933
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,293.15,1.0,0.5433
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,0.0,1.081
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,0.0992,1.012
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,0.2059,0.9412
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,0.2978,0.8829
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,0.3916,0.8255
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,0.5019,0.7644
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,0.6089,0.7093
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,0.7063,0.6474
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,0.8047,0.6023
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,0.9039,0.5559
ref-11,CCCCCCCC,octane,CCCCCCCCCCC,Undecane,298.15,1.0,0.5105
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.0,2.841
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.103,2.728
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.202,2.618
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.3023,2.517
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.3967,2.418
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.5078,2.31
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.5972,2.223
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.7003,2.131
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.8019,2.038
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.9018,1.948
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,1.0,1.863
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.0,2.534
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.1,2.439
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.2001,2.349
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.2975,2.26
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.3984,2.172
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.5,2.085
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.5985,2.003
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.7037,1.917
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.8004,1.84
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.8983,1.768
ref-11,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,1.0,1.688
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.0,2.841
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.1013,2.626
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.2015,2.428
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.3004,2.242
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.4036,2.06
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.5046,1.896
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.601,1.731
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.7004,1.579
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.8,1.435
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,0.8974,1.304
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,293.15,1.0,1.174
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.0,2.534
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.1026,2.351
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.2004,2.183
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.2994,2.021
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.3983,1.866
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.5079,1.705
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.5973,1.578
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.7022,1.445
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.7975,1.32
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,0.9019,1.192
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCCCC,Pentadecane,298.15,1.0,1.081
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,0.0,1.863
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,0.1389,1.754
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,0.2035,1.705
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,0.3044,1.632
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,0.4076,1.558
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,0.4924,1.498
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,0.5897,1.433
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,0.7108,1.355
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,0.8027,1.294
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,0.898,1.236
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,293.15,1.0,1.174
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,0.0,1.688
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,0.1023,1.619
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,0.2031,1.549
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,0.2991,1.487
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,0.3981,1.423
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,0.4981,1.362
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,0.5976,1.304
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,0.7028,1.244
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,0.8,1.189
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,0.9004,1.134
ref-11,CCCCCCCCCCC,Undecane,CCCCCCCCCCCCC,Tridecane,298.15,1.0,1.081
ref-110,CCCCOC(=O)C,n-butyl acetate,CCCO,1-propanol,303.15,0.0,1.726
ref-110,CCCCOC(=O)C,n-butyl acetate,CCCO,1-propanol,303.15,0.1003,1.296
ref-110,CCCCOC(=O)C,n-butyl acetate,CCCO,1-propanol,303.15,0.198,1.062
ref-110,CCCCOC(=O)C,n-butyl acetate,CCCO,1-propanol,303.15,0.3002,0.912
ref-110,CCCCOC(=O)C,n-butyl acetate,CCCO,1-propanol,303.15,0.4004,0.821
ref-110,CCCCOC(=O)C,n-butyl acetate,CCCO,1-propanol,303.15,0.5001,0.755
